,feature_id
1275,22165070
1276,22164974
1277,22165018
1278,22164992
1279,22165048
1280,22165052
1281,22164942
1282,22165014
1283,22165012
1284,22165038
1285,22164914
1286,22164998
1287,22165334
1288,22164936
1289,22164976
1290,22164856
1291,22164950
1292,22165022
1293,22164906
1294,22164962
1295,22164816
1296,22164982
1297,22164952
1298,22164916
1299,22164888
1300,22164852
1301,22164796
1302,22164892
1303,22164990
1304,22164798
1305,22164980
1306,22164868
1307,22164886
1308,22164972
1309,22165004
1310,22164802
1311,22164884
1312,22164946
1313,22164860
1314,22165572
1315,22164876
1316,22164724
1317,22164836
1318,22164896
1319,22164922
1320,22164878
1321,22164844
1322,22164908
1323,22164848
1324,22164924
1325,22164746
1326,22164806
1327,22165328
1328,22164732
1329,22164722
1330,22164790
1331,22164792
1332,22164772
1333,22164684
1334,22164708
1335,22164710
1336,22164830
1337,22164804
1338,22164742
1339,22164636
1340,22164776
1341,22164716
1342,22164818
1343,22164812
1344,22164744
1345,22164738
1346,22164728
1347,22164662
1348,22164762
1349,22164648
1350,22164784
1351,22164734
1352,22164770
1353,22165270
1354,22164686
1355,22164768
1356,22165280
1357,22164672
1358,22164704
1359,22164678
1360,22165278
1361,22165326
1362,22164698
1363,22165292
1364,22164586
1365,22165282
1366,22164756
1367,22164666
1368,22164670
1369,22165286
1370,22165276
1371,22164542
1372,22165298
1373,22165272
1374,22165274
1375,22164606
1376,22165288
1377,22165284
1378,22164482
1379,22164536
1380,22164462
1381,22164510
1382,22165564
1383,22164624
1384,22165322
1385,22164494
1386,22165304
1387,22164484
1388,22165290
1389,22165314
1390,22165316
1391,22165320
1392,22165302
1393,22165318
1394,22165446
1395,22164588
1396,22164576
1397,22164490
1398,22165310
1399,22165306
1400,22164602
1401,22164580
1402,22165308
1403,22165312
1404,22164578
1405,22164620
1406,22164472
1407,22164446
1408,22164470
1409,22164562
1410,22164544
1411,22164556
1412,22164522
1413,22164518
1414,22164386
1415,22164532
1416,22164552
1417,22164294
1418,22164582
1419,22164600
1420,22164480
1421,22164478
1422,22165432
1423,22164548
1424,22164288
1425,22164574
1426,22164448
1427,22164498
1428,22165554
1429,22164312
1430,22164550
1431,22164394
1432,22164534
1433,22164546
1434,22164398
1435,22164344
1436,22164538
1437,22164346
1438,22165266
1439,22165442
1440,22164354
1441,22164378
1442,22164414
1443,22164508
1444,22164440
1445,22164166
1446,22164376
1447,22164272
1448,22164464
1449,22165264
1450,22164220
1451,22164306
1452,22164302
1453,22164434
1454,22164308
1455,22164278
1456,22164438
1457,22164230
1458,22164122
1459,22164466
1460,22164458
1461,22165260
1462,22164254
1463,22164256
1464,22164332
1465,22164374
1466,22165536
1467,22164120
1468,22164218
1469,22164224
1470,22164216
1471,22164304
1472,22164396
1473,22164170
1474,22164096
1475,22164094
1476,22164266
1477,22164298
1478,22164204
1479,22164212
1480,22164112
1481,22164330
1482,22164290
1483,22164368
1484,22164322
1485,22164232
1486,22164200
1487,22164064
1488,22164328
1489,22164236
1490,22164264
1491,22165256
1492,22164214
1493,22164110
1494,22164252
1495,22164202
1496,22164152
1497,22164190
1498,22164172
1499,22164032
1500,22165252
1501,22164258
1502,22164168
1503,22164222
1504,22164040
1505,22164228
1506,22164248
1507,22164196
1508,22164124
1509,22164188
1510,22164058
1511,22163984
1512,22164100
1513,22164044
1514,22164356
1515,22164046
1516,22163972
1517,22164018
1518,22164192
1519,22163952
1520,22164066
1521,22163958
1522,22164116
1523,22164102
1524,22164154
1525,22164000
1526,22164126
1527,22164038
1528,22163962
1529,22165250
1530,22164028
1531,22164034
1532,22164082
1533,22163936
1534,22164054
1535,22164056
1536,22163884
1537,22164118
1538,22164026
1539,22163886
1540,22164146
1541,22164092
1542,22163900
1543,22164178
1544,22164180
1545,22164020
1546,22163988
1547,22164050
1548,22163898
1549,22163982
1550,22163998
1551,22164136
1552,22164042
1553,22163970
1554,22164074
1555,22163860
1556,22163856
1557,22163926
1558,22163908
1559,22163960
1560,22163910
1561,22163820
1562,22163946
1563,22165248
1564,22163906
1565,22164010
1566,22163818
1567,22163852
1568,22163954
1569,22164076
1570,22163832
1571,22163776
1572,22163766
1573,22165238
1574,22163784
1575,22164006
1576,22163882
1577,22163762
1578,22163780
1579,22163764
1580,22163724
1581,22163742
1582,22163708
1583,22163978
1584,22163772
1585,22163966
1586,22163714
1587,22163938
1588,22163822
1589,22163676
1590,22163712
1591,22163914
1592,22163646
1593,22163622
1594,22163616
1595,22163912
1596,22163836
1597,22163944
1598,22163846
1599,22163782
1600,22163704
1601,22163716
1602,22163702
1603,22163670
1604,22163520
1605,22163722
1606,22163586
1607,22163874
1608,22163752
1609,22165402
1610,22163840
1611,22163692
1612,22165236
1613,22163494
1614,22163654
1615,22163744
1616,22163790
1617,22163474
1618,22163748
1619,22165234
1620,22163660
1621,22163568
1622,22163828
1623,22163810
1624,22163480
1625,22163472
1626,22163672
1627,22163844
1628,22163664
1629,22163444
1630,22163804
1631,22163442
1632,22165232
1633,22163830
1634,22163736
1635,22163650
1636,22163426
1637,22163476
1638,22163536
1639,22163638
1640,22163604
1641,22163688
1642,22163534
1643,22163552
1644,22163652
1645,22163464
1646,22163600
1647,22163686
1648,22163470
1649,22163478
1650,22163734
1651,22163462
1652,22163728
1653,22163528
1654,22163500
1655,22163374
1656,22163460
1657,22163572
1658,22163510
1659,22163594
1660,22163504
1661,22163418
1662,22163508
1663,22163372
1664,22163590
1665,22163362
1666,22163468
1667,22163574
1668,22163332
1669,22163668
1670,22163396
1671,22163376
1672,22152397
1673,22163636
1674,22152395
1675,22163304
1676,22163454
1677,22163628
1678,22152385
1679,22163288
1680,22163346
1681,22163626
1682,22163566
1683,22163334
1684,22163524
1685,22163532
1686,22163522
1687,22163414
1688,22163496
1689,22163344
1690,22163254
1691,22163388
1692,22165508
1693,22163526
1694,22163398
1695,22165394
1696,22165226
1697,22163486
1698,22163514
1699,22163290
1700,22163562
1701,22163658
1702,22163466
1703,22163382
1704,22165228
1705,22163378
1706,22163360
1707,22163336
1708,22163302
1709,22163448
1710,22163314
1711,22163298
1712,22163296
1713,22163620
1714,22163422
1715,22163242
1716,22163518
1717,22163434
1718,22163490
1719,22163386
1720,22163206
1721,22150353
1722,22163258
1723,22163516
1724,22163350
1725,22163440
1726,22163438
1727,22163208
1728,22161474
1729,22165224
1730,22163266
1731,22163364
1732,22163356
1733,22163420
1734,22163248
1735,22163306
1736,22161704
1737,22163252
1738,22161438
1739,22163312
1740,22163262
1741,22163270
1742,22163250
1743,22161476
1744,22163230
1745,22161430
1746,22150305
1747,22161398
1748,22163222
1749,22161486
1750,22163322
1751,22161702
1752,22163320
1753,22163276
1754,22161412
1755,22163294
1756,22163318
1757,22161482
1758,22163282
1759,22161414
1760,22163244
1761,22161498
1762,22163238
1763,22161440
1764,22161406
1765,22161466
1766,22161390
1767,22161456
1768,22150189
1769,22161348
1770,22163240
1771,22161422
1772,22161356
1773,22161386
1774,22161326
1775,22161320
1776,22161488
1777,22163342
1778,22161400
1779,22161262
1780,22161402
1781,22161478
1782,22161452
1783,22161260
1784,22161490
1785,22163274
1786,22161448
1787,22161388
1788,22161394
1789,22161330
1790,22161336
1791,22162144
1792,22161266
1793,22150171
1794,22161428
1795,22161686
1796,22161418
1797,22161294
1798,22161298
1799,22161332
1800,22161254
1801,22161288
1802,22161258
1803,22161250
1804,22161694
1805,22161246
1806,22161292
1807,22161682
1808,22161264
1809,22150143
1810,22161200
1811,22161374
1812,22150145
1813,22161370
1814,22161132
1815,22150155
1816,22161346
1817,22161216
1818,22161368
1819,22161074
1820,22161136
1821,22161192
1822,22161248
1823,22161240
1824,22161212
1825,22161350
1826,22161222
1827,22161218
1828,22161210
1829,22161226
1830,22161236
1831,22161156
1832,22161680
1833,22161190
1834,22161220
1835,22161308
1836,22161054
1837,22161070
1838,22160990
1839,22161286
1840,22161666
1841,22161268
1842,22161242
1843,22162122
1844,22161142
1845,22161284
1846,22161270
1847,22161140
1848,22161188
1849,22161018
1850,22161026
1851,22161206
1852,22161030
1853,22161028
1854,22160996
1855,22160964
1856,22160998
1857,22161072
1858,22161182
1859,22161186
1860,22161176
1861,22161194
1862,22161130
1863,22161148
1864,22161032
1865,22160900
1866,22160970
1867,22161160
1868,22161150
1869,22161174
1870,22161172
1871,22161120
1872,22161162
1873,22161164
1874,22160882
1875,22160898
1876,22160860
1877,22160980
1878,22160940
1879,22161144
1880,22160810
1881,22161158
1882,22161202
1883,22160886
1884,22161020
1885,22160826
1886,22160978
1887,22161106
1888,22161152
1889,22160976
1890,22160920
1891,22161092
1892,22160786
1893,22161098
1894,22161066
1895,22161178
1896,22160966
1897,22160858
1898,22161080
1899,22161076
1900,22160740
1901,22161040
1902,22160988
1903,22160710
1904,22161016
1905,22160790
1906,22161678
1907,22160936
1908,22160774
1909,22160782
1910,22160678
1911,22160924
1912,22160822
1913,22160700
1914,22160984
1915,22160902
1916,22160666
1917,22160842
1918,22162198
1919,22161008
1920,22160830
1921,22161668
1922,22160792
1923,22160806
1924,22160764
1925,22161006
1926,22161002
1927,22160994
1928,22161044
1929,22160956
1930,22160776
1931,22160944
1932,22160802
1933,22160968
1934,22160668
1935,22160606
1936,22160914
1937,22160568
1938,22160950
1939,22160808
1940,22160866
1941,22160742
1942,22160680
1943,22160726
1944,22160804
1945,22160854
1946,22160578
1947,22160896
1948,22160714
1949,22160696
1950,22160852
1951,22160646
1952,22161672
1953,22160526
1954,22160880
1955,22160644
1956,22160676
1957,22160784
1958,22160608
1959,22160554
1960,22160476
1961,22160892
1962,22160874
1963,22160872
1964,22160552
1965,22160612
1966,22160762
1967,22160744
1968,22160564
1969,22161604
1970,22160820
1971,22160756
1972,22160542
1973,22160490
1974,22160626
1975,22160576
1976,22160614
1977,22160850
1978,22160624
1979,22160692
1980,22160816
1981,22160788
1982,22161602
1983,22161606
1984,22160574
1985,22161608
1986,22160688
1987,22160720
1988,22160848
1989,22160770
1990,22160502
1991,22161610
1992,22160702
1993,22160780
1994,22160566
1995,22161624
1996,22160524
1997,22160752
1998,22160818
1999,22160462
2000,22160708
2001,22160500
2002,22160760
2003,22160672
2004,22161660
2005,22160750
2006,22160472
2007,22161648
2008,22160658
2009,22160684
2010,22160628
2011,22160598
2012,22160412
2013,22161626
2014,22160586
2015,22161658
2016,22160548
2017,22160470
2018,22161620
2019,22162606
2020,22162604
2021,22160486
2022,22161618
2023,22160662
2024,22162602
2025,22160428
2026,22160594
2027,22162596
2028,22162600
2029,22160592
2030,22160584
2031,22162592
2032,22162594
2033,22160510
2034,22162590
2035,22160488
2036,22161628
2037,22162598
2038,22160430
2039,22161642
2040,22160424
2041,22160492
2042,22161630
2043,22160474
2044,22160580
2045,22160448
2046,22160632
2047,22160408
2048,22160362
2049,22160420
2050,22161640
2051,22160466
2052,22160468
2053,22160540
2054,22162572
2055,22161632
2056,22162564
2057,22160434
2058,22160440
2059,22160620
2060,22161652
2061,22160328
2062,22161590
2063,22160416
2064,22160288
2065,22161634
2066,22160316
2067,22160262
2068,22160238
2069,22160380
2070,22160332
2071,22160232
2072,22160570
2073,22161636
2074,22160318
2075,22160656
2076,22160226
2077,22162562
2078,22160654
2079,22161638
2080,22160414
2081,22160282
2082,22160216
2083,22160364
2084,22160378
2085,22160438
2086,22160432
2087,22160206
2088,22160220
2089,22160256
2090,22160410
2091,22161600
2092,22161646
2093,22161650
2094,22160396
2095,22160572
2096,22160182
2097,22162548
2098,22160150
2099,22162556
2100,22162544
2101,22162542
2102,22160118
2103,22160250
2104,22162538
2105,22160458
2106,22160460
2107,22160110
2108,22160326
2109,22160102
2110,22162518
2111,22160210
2112,22162536
2113,22160348
2114,22162522
2115,22160162
2116,22160228
2117,22160196
2118,22160160
2119,22161582
2120,22160398
2121,22162534
2122,22160108
2123,22160404
2124,22160342
2125,22160144
2126,22162512
2127,22162506
2128,22160374
2129,22160270
2130,22160098
2131,22160140
2132,22160444
2133,22160130
2134,22160244
2135,22160152
2136,22160134
2137,22160058
2138,22162514
2139,22162500
2140,22162486
2141,22160296
2142,22160036
2143,22160312
2144,22160012
2145,22162494
2146,22160090
2147,22162498
2148,22160042
2149,22160352
2150,22160068
2151,22162496
2152,22161580
2153,22160402
2154,22162490
2155,22162480
2156,22160084
2157,22160054
2158,22160026
2159,22160000
2160,22160010
2161,22160050
2162,22160062
2163,22159964
2164,22160180
2165,22162464
2166,22160302
2167,22159942
2168,22160224
2169,22160234
2170,22160052
2171,22159940
2172,22160336
2173,22160174
2174,22161586
2175,22160116
2176,22160240
2177,22159944
2178,22160158
2179,22160006
2180,22159998
2181,22160122
2182,22160018
2183,22159992
2184,22160360
2185,22159900
2186,22160292
2187,22162470
2188,22160186
2189,22160188
2190,22159880
2191,22159932
2192,22160132
2193,22161588
2194,22160184
2195,22160192
2196,22159956
2197,22162420
2198,22162456
2199,22162454
2200,22159910
2201,22160272
2202,22159896
2203,22162410
2204,22160138
2205,22159898
2206,22160040
2207,22159810
2208,22160074
2209,22159852
2210,22159846
2211,22162406
2212,22160064
2213,22160190
2214,22159802
2215,22159818
2216,22162404
2217,22159858
2218,22159780
2219,22159792
2220,22160022
2221,22162434
2222,22161578
2223,22159832
2224,22160124
2225,22162418
2226,22162388
2227,22159772
2228,22162408
2229,22162398
2230,22159996
2231,22159798
2232,22162396
2233,22159786
2234,22162430
2235,22159972
2236,22162424
2237,22159960
2238,22162426
2239,22160106
2240,22162400
2241,22162394
2242,22162378
2243,22159854
2244,22162384
2245,22159868
2246,22159970
2247,22160126
2248,22159962
2249,22159840
2250,22162376
2251,22161570
2252,22159870
2253,22159826
2254,22161568
2255,22159982
2256,22160080
2257,22159796
2258,22159912
2259,22160004
2260,22162370
2261,22162342
2262,22159822
2263,22159974
2264,22159794
2265,22159830
2266,22159824
2267,22159800
2268,22159724
2269,22159930
2270,22159988
2271,22159680
2272,22159788
2273,22159922
2274,22159816
2275,22159976
2276,22159808
2277,22159806
2278,22159906
2279,22159938
2280,22159980
2281,22159766
2282,22159986
2283,22159926
2284,22159952
2285,22159768
2286,22159842
2287,22159882
2288,22159608
2289,22159762
2290,22159836
2291,22162366
2292,22159924
2293,22159764
2294,22159884
2295,22159626
2296,22159990
2297,22159718
2298,22159640
2299,22159968
2300,22159916
2301,22159790
2302,22162328
2303,22162380
2304,22159948
2305,22162346
2306,22159642
2307,22162756
2308,22160030
2309,22159720
2310,22159666
2311,22159704
2312,22162322
2313,22159688
2314,22162344
2315,22159530
2316,22159874
2317,22159614
2318,22159696
2319,22159624
2320,22162390
2321,22162338
2322,22162352
2323,22159618
2324,22159876
2325,22162368
2326,22159634
2327,22159616
2328,22159596
2329,22162392
2330,22159872
2331,22159550
2332,22159638
2333,22162334
2334,22162336
2335,22159592
2336,22159514
2337,22159576
2338,22162330
2339,22159586
2340,22159582
2341,22162298
2342,22159866
2343,22159620
2344,22159536
2345,22159864
2346,22159542
2347,22159510
2348,22159644
2349,22159454
2350,22162314
2351,22159708
2352,22162312
2353,22159602
2354,22159508
2355,22159674
2356,22159600
2357,22161558
2358,22159598
2359,22159606
2360,22159572
2361,22159438
2362,22162294
2363,22159632
2364,22159714
2365,22162300
2366,22158948
2367,22159492
2368,22159532
2369,22159516
2370,22159668
2371,22159502
2372,22159466
2373,22159570
2374,22162318
2375,22159742
2376,22159464
2377,22159744
2378,22159672
2379,22159562
2380,22159460
2381,22158942
2382,22162288
2383,22159656
2384,22159500
2385,22159458
2386,22158944
2387,22159480
2388,22159470
2389,22159556
2390,22159494
2391,19490446
2392,22159440
2393,22158936
2394,22161566
2395,22159670
2396,22159612
2397,22159484
2398,22158938
2399,22159428
2400,22159478
2401,19488400
2402,22159560
2403,22159456
2404,22159588
2405,22159558
2406,22159552
2407,22159486
2408,22159568
2409,22159610
2410,22159444
2411,22158916
2412,22159498
2413,22158928
2414,22159524
2415,22158914
2416,22159434
2417,22159578
2418,22161548
2419,22159424
2420,22159522
2421,22161550
2422,22158912
2423,22158570
2424,22159412
2425,22159534
2426,22158902
2427,22158904
2428,22158584
2429,22158578
2430,22159410
2431,22158574
2432,19486532
2433,22158572
2434,22159404
2435,22158694
2436,22159414
2437,22158566
2438,22158550
2439,22158580
2440,22159408
2441,22158534
2442,22158520
2443,22158538
2444,22158526
2445,22158556
2446,22158554
2447,22158506
2448,22158532
2449,22158522
2450,22158540
2451,22158504
2452,22158542
2453,22158514
2454,22158518
2455,22158512
2456,22158516
2457,22158500
2458,22158502
2459,22164364
2460,22162196
2461,22162148
2462,22162108
2463,22170604
2464,22161798
2465,22162880
2466,22162770
2467,22160862
2468,22163224
2469,22163634
2470,22164504
2471,22164808
